name,website,email,phone,sectors,address,careers_page,description,region
Mazin Properties Ltd.,https://www.mazinproperties.com/,rebecca.robinson@mazinproperties.com,613-831-9943,Real Estate,"4017 Carling Ave Suite 301, Kanata, ON K2K 2A3",,Mazin Properties is a well-established property management group with over 15 years of industry experience and curr...,Ottawa · Kanata North (ON)
MC Countermeasures Inc.,https://mc-cm.com/,info@mc-cm.com,613-592-0818,"Defense, Security, & Aerospace","555 Legget Dr Suite 500, Kanata, ON K2K 2X3",,"MC-Countermeasures (MC-CM) specializes in Radar EW / ECM test, training and validation equipment. It uses the compa...",Ottawa · Kanata North (ON)
McAuley Financial Services MFS,https://mcauleyfinancial.com/,info@mcauleyfinancial.com,613-591-3900,Finance & Accounting,"535 Legget Dr Suite 110, Kanata, ON K2K 3B8",,Make your Retirement Goals a Reality Your team of MFS advisors (Certified Financial Planners) care about your futur...,Ottawa · Kanata North (ON)
McConnell HR Consulting,https://mcconnellhrc.com/,tim@McConnellHRC.com,613-592-7578,Management Consulting,"555 Legget Dr Tower A, Suite 204, Kanata, ON K2K 2X3",,"McConnell HR Consulting Inc. is a Human Resources Specialists in Organizational Design, Compensation Management and...",Ottawa · Kanata North (ON)
McDonald's,https://www.mcdonalds.com/ca/,,613-592-4693,Dining,"886 March Rd, Kanata, ON K2W 0C9",,McDonald's Corporation operates and franchises McDonald's restaurants worldwide. McDonald's Corporation operates an...,Ottawa · Kanata North (ON)
MDA Space,https://mda.space/en/,info@mda.space,613-599-7602,"Defense, Security, & Aerospace","302 Legget Dr Suite 202, Kanata, ON K2K 1Y5",,"MDA is an international space mission partner and robotics, satellite systems, and geointelligence pioneer.",Ottawa · Kanata North (ON)
Mead Johnson Nutrition (Canada) Co.,https://www.meadjohnson.com/,mjnscmna@reckitt.com,613-595-4700,Health & Wellness,"535 Legget Dr, Kanata, ON K2K 3B8",,"Mead Johnson Nutrition manufactures and sells infant formula, children’s nutrition, and other nutritional products.",Ottawa · Kanata North (ON)
Medsport Ottawa,https://medsportottawa.com/,info@medsportottawa.com,613-763-1510,Health & Wellness,"320 March Rd Suite 300, Kanata, ON K2K 2E3",,MEDSPORT Ottawa is a multi-disciplinary sport medicine clinic. Our team of experienced health professionals is comm...,Ottawa · Kanata North (ON)
Metro,https://www.metro.ca/en/,,613-599-0470,Retail & Hospitality,"4048 Carling Avenue, Kanata, ON K2K 1Y1",,"Metro, Inc. is engaged in food and pharmaceutical distribution. The Company operates under various grocery banners ...",Ottawa · Kanata North (ON)
Microchip Technology Inc.,https://www.microchip.com/,here2help@microchip.com,613-592-0200,"Manufacturing, Engineering, Industrial & System Design","400 March Rd Suite 300, Kanata, ON K2K 3H4",,Microchip Technology is a leading supplier of embedded control solutions by delivering a broad spectrum of innovati...,Ottawa · Kanata North (ON)
MindSpa Mental Health Centre,https://themindspa.ca/,operations@themindspa.ca,613-592-1001,Health & Wellness,"320 March Road suite 201, Ottawa, ON, Canada",,**MindSpa Mental Health Centre** is a multidisciplinary wellness clinic dedicated to transforming mental health car...,Ottawa · Kanata North (ON)
Mitel,https://www.mitel.com/en-ca,,613-592-2122,"Telecommunications, Wireless & Photonics","4000 Innovation Dr, Kanata, ON K2K 3K1",,Mitel is a global provider of business communications and collaboration software and services. Mitel’s innovations ...,Ottawa · Kanata North (ON)
MNP Debt Ltd.,http://mnpdebt.ca/en/,,613-691-4270,Finance & Accounting,"1000 Innovation Dr Suite 500, Kanata, ON K2K 3E7",,"MNP LTD is one of the largest personal insolvency practices in Canada, from Coast-to-Coast. For more than 50 years,...",Ottawa · Kanata North (ON)
Mosaid Technologies,https://mosaid.com/,communications@conversantip.com,613-576-3000,"Computer Software, Semiconductors","515 Legget Dr, Ottawa, ON K2K 3G4",,MOSAID is a global intellectual property management company known for its principled approach to patent licensing a...,Ottawa · Kanata North (ON)
Motion Micro Solutions,https://www.motionmicro.com/,sales@motionmicro.com,888-294-2704,Other,"4017 Carling Ave Suite 101, Kanata, ON K2K 2A3",,"Since our founding, in 2007, Motion Micro Solutions has been on a mission to provide cost effective, cutting edge e...",Ottawa · Kanata North (ON)
Music for Young Children,https://www.myc.com/,myc@myc.com,613-592-7565,"Art & Recreation, Education & Day Care","1240 Teron Rd #7, Kanata, ON K2K 2B5",,We provide the best quality music education to young children by blending the pleasure and the joy of music making ...,Ottawa · Kanata North (ON)
Mydoma Inc,https://www.mydomastudio.com/,info@mydomastudio.com,888-708-2457,Software,"105 Schneider Rd Unit 117, Kanata, ON K2K 1Y3",,Mydoma Studio provides each interior design company with their individually branded login portal. The portal can be...,Ottawa · Kanata North (ON)
N-able,https://www.n-able.com/,,613-592-6676,Software,"450 March Rd, Kanata, ON K2K 3K2",,"N-able Technologies, Inc. supplies remote monitoring and management technology and business support services for ma...",Ottawa · Kanata North (ON)
Nanometrics Incorporated,https://nanometrics.ca/home,,613-592-6776,Environmental Technology & Services,"3001 Solandt Rd, Kanata, ON K2K 2M8",,"From mission-critical seismic arrays and tsunami warning systems in over 90 countries across the globe, to induced ...",Ottawa · Kanata North (ON)
Nature and Nurture Child Care Services,https://nandncc.com/,info@nandncc.com,613-591-1114,Education & Day Care,"50 Steacie Dr, Kanata, ON K2K 2A9",,It has been shown that the first five years of a child’s life have the most impact in setting a foundation for thei...,Ottawa · Kanata North (ON)
NCI Courier Solution,https://ncicouriersolutions.com/,nick@ncicouriersolutions.com,613-880-0933,Other,"1000 Innovation Dr. Suite 500. Kanata, Ontario, K2K 3E7",,,Ottawa · Kanata North (ON)
Net Experience,https://netexperience.com/,info@netexperience.com,N/A,Telecommunications,"300 March Rd, Kanata, ON K2K 2E2",,NetExperience Cloud platform allows service providers to integrate WLAN controller and management capabilities into...,Ottawa · Kanata North (ON)
NewRocket (Iceberg Networks Corporation),https://www.newrocket.com/,,855-595-0808,Computer Software,"515 Legget Dr #420, Kanata, ON K2K 3G4",,"NewRocket, Inc. is a software and services company located in North San Diego County, that focuses on the design an...",Ottawa · Kanata North (ON)
NGCOA Canada (National Golf Course Owners Association),https://www.ngcoa.ca/,ngcoa@ngcoa.ca,613-226-3616,Other,"515 Legget Dr #810, Kanata, ON K2K 3G4",,"The National Golf Course Owners Association Canada is a not-for-profit trade association, owned and governed by its...",Ottawa · Kanata North (ON)
Nokia,https://www.nokia.com/,press.services@nokia.com,866-582-3688,"Telecommunications, Wireless & Photonics","600 March Rd, Kanata, ON K2K 2T6",,"Nokia is a Finnish multinational communications corporation engaged in the manufacturing of mobile devices, network...",Ottawa · Kanata North (ON)
Nordion,http://www.nordion.com/,service@nordion.com,613-592-2790,Life Sciences,"447 March Rd, Kanata, ON K2K 1X8",,Nordion is a leading provider of Cobalt-60 sealed sources used for the prevention and treatment of disease and infe...,Ottawa · Kanata North (ON)
NPS Labs,https://www.npslabs.ca/,,613-591-5227,"Manufacturing, Engineering, Industrial & System Design","232 Herzberg Rd, Kanata, ON K2K 2A1",,"NPS Labs (New Product Support Labs) is your dedicated resource providing superior rework, repair, upgrade and modif...",Ottawa · Kanata North (ON)
NRNS Incorporated,http://www.nrns.ca/,info@nrns.ca,613-599-7860,Information Technology & Services,"4043 Carling Ave, Kanata, ON K2K 2A4",,NRNS Incorporated is an Information Technology Services company established in 1992 in Canada's National Capital Re...,Ottawa · Kanata North (ON)
Numbercrunch,https://www.numbercrunch.ca/,info@numbercrunch.ca,613-702-8019,Finance & Accounting,"320 March Rd Suite 500, Kanata, ON K2K 2E3",,Numbercrunch Inc. is a dynamic accounting support team servicing ambitious tech startups and SMEs the Ottawa region...,Ottawa · Kanata North (ON)
NuPure Corporation,https://www.nupure.com/,sales@nupure.com,613-836-0336,"Manufacturing, Engineering, Industrial & System Design","106 Schneider Rd, Kanata, ON K2K 1Y2",,"NuPure Corporation: UltraPure Systems Inc., line of Ultra-High-Purity gas purifiers and purifier systems.",Ottawa · Kanata North (ON)
Nuvyyo Inc.,https://nuvyyo.com/,info@tablotv.com,613-454-5675,Broadcast Media,"555 Legget Dr #836, Kanata, ON K2K 2X3",,"Nuvyyo, based in Ottawa, Ontario, Canada, was founded in 2010 with the vision of reinventing the home media experie...",Ottawa · Kanata North (ON)
NXP Ottawa Technology Center,https://www.nxp.com/,customer.survey@nxp.com,N/A,Semiconductors,"1 Hines Rd, Kanata, ON K2K 3C7",,"NXP’s presence in Canada focuses on world-class software and silicon IP development for dataplane processing, as we...",Ottawa · Kanata North (ON)
Octagon Systems,https://octagonsystems.com/,info@octagonsystems.com,855-365-2188,"Manufacturing, Engineering, Industrial & System Design","4015 Carling Ave, Ottawa, ON K2K 2A3",,"Founded in 1981, Octagon Systems Corporation is a global leader in meeting the world’s rapidly changing industrial ...",Ottawa · Kanata North (ON)
Omni Conservation Technologies Inc.,https://omnict.com/,,613-287-3127,Clean Tech,"515 Legget Dr Suite 105, Ottawa, ON K2K 3G4",,"Our flag ship product, the OMNI200 Thermal Chemical Conversion system converts any solid energetic material (MSW, b...",Ottawa · Kanata North (ON)
OpenText Cybersecurity (Cyberres),https://www.microfocus.com/en-us/cyberres,,613-226-9445,,"411 Legget Drive Suite 503 Ottawa,ON K2K 3C9",,Micro Focus is a global software company with 40 years of experience in delivering and supporting enterprise softwa...,Ottawa · Kanata North (ON)
Ottawa Accident Lawyer,https://ottawaaccidentlawyer.ca/,info@ottawaaccidentlawyer.ca,(613) 698-0842,Legal,,,Ottawa Accident Lawyers serves accident victims and their families throughout the National Capital region and Easte...,Ottawa · Kanata North (ON)
Ottawa Driving School,https://ottawadrivingschool.com/,info@ottawadrivingschool.com,613-737-9595,Education & Day Care,"329 March Rd #205, Kanata, ON K2K 2E1",,"Ottawa Driving School is an MTO-certified provider of the Beginner Driver Education (BDE) course, designed to help ...",Ottawa · Kanata North (ON)
Ottawa Golf Superintendents Association (Golf Supers),https://golfsupers.com/,cgsa@golfsupers.com,613-714-9760,Art & Recreation,"515 Legget Dr Suite 810A, Ottawa, ON K2K 3G4",,The Canadian Golf Superintendents Association is a society committed to excellence in golf course management and en...,Ottawa · Kanata North (ON)
Ottawa Hears Audiology Clinic,https://www.ottawahears.com/,info@ottawahears.com,613-808-0779,Health & Wellness,"400 March Rd #125, Kanata, ON K2K 3H4",,"Ottawa Hears Audiology, a local and independent clinic, is led by a highly knowledgeable and experienced audiologis...",Ottawa · Kanata North (ON)
Ottawa-Carleton Lifeskills Inc.,https://ocl.ca/,info@ocl.ca,613-254-9400,Hospital & Healthcare,"9-1 Brewer Hunt Way, Kanata, ON K2K 2B5",,Ottawa-Carleton Lifeskills (OCL) cares for adults with developmental disabilities through residential and day suppo...,Ottawa · Kanata North (ON)
Out of this World Plumbing Ottawa,https://www.outofthisworldhomeservices.com/,solutions@outofthisworldplumbing.com,613-519-1300,"Construction, Renovation, & Other Home Services","308 Legget Dr #206, Kanata, ON K2K 1Y6",,"Founded by Dave and Wendy Smythe and originally named DS Plumbing (from Dave’s initials), the company was run from ...",Ottawa · Kanata North (ON)
Oxford Learning Centres Kanata,https://www.oxfordlearning.com/,info@oxfordlearning.com,613-591-2400,Education & Day Care,"329 March Rd #226, Kanata, ON K2K 2E1",,"At Oxford Learning®, we provide engaging and effective tutoring programs in subject areas including math, science, ...",Ottawa · Kanata North (ON)
Papa Sam's,,,613-591-8080,Dining,"555 Legget Dr Tower A, Suite 111, Kanata, ON K2K 2X3",,"Serving fresh and healthy food for our neighbours, friends, and family since 1980.",Ottawa · Kanata North (ON)
Pathminder Inc.,http://pathminder.com/,info@pathminder.com,613-726-3555,Other,"105 Schneider Rd #113, Kanata, ON K2K 1Y3",,"Manufactures optical turnstiles (with and without barriers), doorway tailgate sensors, and people counting solution...",Ottawa · Kanata North (ON)
Patricial B Simpson Professional Corporation (PBS Law),https://www.pbslaw.ca/,,613-287-0790,Legal,"1000 Innovation Dr 5th Floor, Kanata, ON K2K 3E7",,"I help people who are separating, divorcing, or starting a new relationship to have the discussions and make the de...",Ottawa · Kanata North (ON)
Payment Source Inc.,https://www.paymentsource.ca/,support@nowprepay.ca,613-831-6877,Finance & Accounting,"1000 Innovation Drive suite 500, Ottawa, ON, Canada",,"Nominated for the second consecutive year for Fintech of the Year at the Canadian Fintech & AI Awards, Payment Sour...",Ottawa · Kanata North (ON)
Peak Centre Academy,https://www.peakcentre.ca/,info@peakcentre.ca,613-737-7325,Education & Day Care,"340 Terry Fox Dr Unit 100, Kanata, ON K2K 3A2",,We are a private school serving grades 4-12 whose mission is to provide an exceptional combined educational and spo...,Ottawa · Kanata North (ON)
Persistant Systems Ltd.,https://www.persistent.com/,info@persistent.com,613-576-3719,Information Technology & Services,"515 Legget Dr #920, Kanata, ON K2K 3G4",,Persistent Systems is a trusted Digital Engineering and Enterprise Modernization partner for global market leaders ...,Ottawa · Kanata North (ON)
Perspectives Restaurant (inside Brookstreet Hotel),https://www.brookstreethotel.com/perspectives-restaurant,info@brookstreet.com,613-271-1800,Dining,"525 Legget Dr, Kanata, ON K2K 2W2",,Enjoy a fresh take on fine-dining at Perspectives — Brookstreet’s award-winning Ottawa restaurant. The contemporary...,Ottawa · Kanata North (ON)
Pet Valu,https://store.petvalu.ca/,customerservice@petvalu.com,613-599-8316,Retail & Hospitality,"854 March Rd, Ottawa, ON K2W 0C9",,"Pet Valu is a specialty retailer of pet food, treats, toys and accessories with stores located throughout Canada an...",Ottawa · Kanata North (ON)
Phreesia,https://www.phreesia.com/,hr@phreesia.com,888-654-7473,Information Technology & Services,"1 Hines Rd, Ottawa, ON K2K 3C7",,Phreesia is a privately held company focused on patient check-in. The company replaces the outdated patient clipboa...,Ottawa · Kanata North (ON)
Phu Yen Restaurant Inc.,https://www.phu-yenrestaurant.com/,,613-599-0006,Dining,"700 March Rd, Kanata, ON K2K 2V9",,At Phu-Yen we specialize in preparing popular authentic Vietnamese and Chinese dishes. Located in the heart of Kana...,Ottawa · Kanata North (ON)
Physiocare Physiotherapy & Rehab Centre,https://www.physiocarephysiotherapy.com/,kanata@physiocarephysiotherapy.com,613-254-5639,Health & Wellness,"5035 Innovation Dr Unit 200, Kanata, ON K2K 3K1",,Get the Top notch physiotherapy services in Ottawa with our experienced team. Consult our highly professional exper...,Ottawa · Kanata North (ON)
Pinchin Ltd.,https://www.pinchin.com/,info@pinchin.com,613-592-3387,Clean Tech,"1 Hines Rd #200, Kanata, ON K2K 3C7",,"Pinchin Ltd. is one of Canada’s largest environmental, engineering, building science, health and safety consulting ...",Ottawa · Kanata North (ON)
Pivotree,https://www.pivotree.com/,salesinfo@pivotree.com,613-751-4441,Information Technology & Services,"450 March Rd #500, Ottawa, ON K2K 3K2",,"Pivotree provides eCommerce and master data management services. It supports its clients from strategy, platform se...",Ottawa · Kanata North (ON)
Pizza Hut,https://www.pizzahut.ca/,,613-254-9901,Dining,"5045 Innovation Dr #200, Kanata, ON K2K 0L5",,Pizza Hut is committed to breakthrough innovation and the success of our employees. From our world class operations...,Ottawa · Kanata North (ON)
Planet Advance Digital Print and Copy Center,,,613-288-4406,Retail & Hospitality,"105 Schneider Rd, Kanata, ON K2K 1Y3",,Promote your business and brand anywhere! Planet Advance Digital Print & Copy Center offers a variety of sticker an...,Ottawa · Kanata North (ON)
Pleora Technologies Inc.,https://www.pleora.com/,info@pleora.com,613-270-0625,Information Technology & Services,"450 March Rd, Ottawa, ON K2K 3K2, Canada",,Military imaging system manufacturers rely on proven real-time video expertise from Pleora Technologies to help mee...,Ottawa · Kanata North (ON)
Plexus Controls Inc.,http://plexus-controls.com/,info@plexus-controls.com,613-769-2255,Clean Tech,"105 Schneider Rd Suite 111, Kanata, ON K2K 1Y3",,Our ethos is based on total quality and our vision is to simply create products that are outstanding in their marke...,Ottawa · Kanata North (ON)
PolyVersa,https://polyversa.ca/,info@polyversa.ca,343-633-5810,"Clean Tech, Environmental Technology & Services","1000 Innovation Dr unit 594, Kanata, Ottawa, ON, Canada",,"PolyVersa Solution’s polymer improver is a cutting-edge solution for surface enhancement, with the potential to rev...",Ottawa · Kanata North (ON)
Power Integrations Canada,https://www.power.com/,customerservice@power.com,613-592-0027,Clean Tech,"50 Hines Rd, Kanata, ON K2K 2M5",,"Power Integrations designs, develops, markets, and manufactures high-voltage, analog integrated circuits (ICs). Its...",Ottawa · Kanata North (ON)
Power Muscle Fitness,https://powermusclefitness.ca/,info@powermusclefitness.ca,343-290-0763,Health & Wellness,"555 March Rd, Kanata, ON K2K 2M5",,"A modern power-house designed with your physical fitness in mind. No matter the degree of your fitness knowledge, P...",Ottawa · Kanata North (ON)
Premier Shockwave Clinic,https://premiershockwaveclinic.com/,info@premiershockwaveclinic.com,613-714-9524,,"300 March Rd #424, Kanata, ON K2K 2E2, Canada",,Your healing Journey begins the moment you enter our office! Premier Shockwave Clinic offers relief to many individ...,Ottawa · Kanata North (ON)
Pro Physio & Sport Medicine Centre - March Road,https://prophysiotherapy.com/,info@prophysiotherapy.com,877-650-8610,Health & Wellness,"836 March Rd Unit 4, Kanata, ON K2W 0C9",,Pro Physio & Sport Medicine Centres is a leader in physiotherapy and rehabilitation in the Greater Ottawa Region. W...,Ottawa · Kanata North (ON)
Procom Consultants Group Ltd.,https://procomservices.com/en-us/,,613-270-9339,Other,"320 March Rd Suite 200, Kanata, ON K2K 2E3",,Procom helps organizations solve Talent Acquisition and Extended Workforce Management challenges through a full sui...,Ottawa · Kanata North (ON)
"Project Management Institute, Ottawa Valley Outaouais Chapter",https://www.pmiovoc.org/,info@pmiovoc.org,1-855-PMI-OVOK (764-6865),Other,"1000 Innovation Drive 5th floor, Kanata, Ottawa, ON K2K 3E7, Canada",,"Established in 1969 and headquartered in Philadelphia, Pennsylvania USA, the Project Management Institute (PMI) is ...",Ottawa · Kanata North (ON)
Purecolo Inc.,http://purecolo.ca/,info@purecolo.ca,613-255-4354,"Telecommunications, Wireless & Photonics","390 March Rd Suite 108, Kanata, ON K2K 0G7",,PureColo is a provider of carrier-neutral data centre services. PureColo founder team of ISP datacentre experts has...,Ottawa · Kanata North (ON)
QGLex Inc,http://www.qglexinc.com/index.php,info@qglexinc.com,613-800-5067,"Telecommunications, Wireless & Photonics","105 Schneider Rd, Kanata, ON K2K 1Y2",,"Welcome to QGLex Inc. QGLex stands for Quantum General Law, and our name captures and accurately reflects the scope...",Ottawa · Kanata North (ON)
Qlik,https://www.qlik.com/us/,info@qlik.com,866-616-4960,Computer Software,"390 March Rd Suite 100, Kanata, ON K2K 0G7",,"Qlik helps enterprises around the world move faster, work smarter, and lead the way forward with an end-to-end solu...",Ottawa · Kanata North (ON)
Quarry Consulting,https://quarryconsulting.ca/,info@quarryconsulting.ca,613-291-2575,Management Consulting,"308 Legget Dr #200, Kanata, ON K2K 1Y6",,"Quarry Consulting Inc., was founded in 2011 as a Management Consulting and Professional Services organization. Quar...",Ottawa · Kanata North (ON)
Quest Software Canada,https://www.quest.com/,,613-270-1500,Computer Software,"515 Legget Dr, Kanata, ON K2K 3G4",,"Quest Software, now a part of Dell, is a developer of windows management, application management, virtualization ma...",Ottawa · Kanata North (ON)
Rang De Indian Cuisine,https://www.rangdeottawa.ca/,rangdeottawa@gmail.com,613-595-0777,Dining,"700 March Rd unit h, Kanata, ON K2K 2V9, Canada",,An Indian restaurant that specializes in translating nostalgic Indian dishes into an elevated experience.,Ottawa · Kanata North (ON)
Ranovus,https://ranovus.com/,info@ranovus.com,617-803-5385,Information Technology & Services,"11 Hines Rd #101, Kanata, ON K2K 2X1",,Ranovus is a provider of multi-terabit interconnect solutions for data center and communications networks. The comp...,Ottawa · Kanata North (ON)
Raymond James,https://www.raymondjames.ca/ottawacorporatebranch,sarah.brillinger@raymondjames.ca,613-369-4600,Finance & Accounting,"450 March Rd Suite 400, Kanata, ON K2K 3K2",,"Raymond James Ltd. is the Canadian subsidiary of Raymond James Financial, Inc. Established in 1962, our parent firm...",Ottawa · Kanata North (ON)
Raytec Systems Inc.,https://www.raytecled.com/,ussales@raytecled.com,613-270-9990,"Manufacturing, Engineering, Industrial & System Design","300 Terry Fox Dr, Kanata, ON K2K 0E3",,"Raytec lead from the front and have a strong reputation for creating innovative & exciting new products, from both ...",Ottawa · Kanata North (ON)
RB Health (Reckitt),https://www.reckitt.com/,ConsumerEngagement@reckitt.com,613-595-4700,Health & Wellness,"535 Legget Dr Suite 900, Kanata, ON K2K 3B8",,,Ottawa · Kanata North (ON)
RBC Royal Bank of Canada,https://www.rbcroyalbank.com/,,613-592-5793,Finance & Accounting,"360 March Rd, Kanata, ON K2K 2T5",,"Royal Bank of Canada is a financial services company that focuses on banking, wealth management, insurance, investm...",Ottawa · Kanata North (ON)
RBR,https://rbr-global.com/,info@rbr-global.com,613-599-8900,"Environmental Technology & Services, Marine Engineering","359 Terry Fox Dr, Kanata, ON K2K 2E7",,"We create instruments to measure the blue planet. From the ocean abyss to the polar ice cap, our sensors track wate...",Ottawa · Kanata North (ON)
reasonX Labs,https://www.reasonx.ai/,info@reasonx.ai,343-633-5547,"Security, Software","1000 Innovation Dr unit 564, Kanata, Ottawa, ON K2K 3E7, Canada",,reasonX Labs was created in late 2024 with the joining together of RoboSafety Canada and reasonX. The new company r...,Ottawa · Kanata North (ON)
RedLore,https://redlore.com/,,613-668-2878,Internet Of Things,"505 March Rd Suite 210, Ottawa, ON K2K 3A4",,RedLore provides a real-time location and condition monitoring system (RTLS + CMS) to manufacturers and other indus...,Ottawa · Kanata North (ON)
Relationship Counseling and Therapy with Anne,http://www.counselingandcoachingwithanne.com/,anneschultz@gmail.com,613-832-3040,Health & Wellness,"300 March Rd, Kanata, ON K2K 2E2",,"Anne is an experienced family and couples psychotherapist with additional specialized training in communication, st...",Ottawa · Kanata North (ON)
Relax Massage Group,https://relaxmassagegroup.com/,kanata@relaxmassagegroup.com,613-591-3444,Health & Wellness,"700 March Rd Suite 202, Kanata, ON K2K 2V9",,Recognized as one of the top massage therapy clinics for professional and effective massage therapy care. This grou...,Ottawa · Kanata North (ON)
Relevantz Technology Services,https://www.relevantz.com/,Info@relevantz.com,613-695-6672,,,,"Relevantz Technology Services is a custom software development and digital transformation firm founded in 1997, del...",Ottawa · Kanata North (ON)
Renaissance Network Reinvent,https://renrns.com/,sales@renrns.com,866-515-3835,"Telecommunications, Wireless & Photonics","425 Legget Dr, Kanata, ON K2K 2W2",,"Renaissance Repair and Supply offers an end-to-end supply chain including: Test engineering, repair, logistics, equ...",Ottawa · Kanata North (ON)
Renesas Electronics Canada,https://www.renesas.com/us/en,,613-595-6300,Semiconductors,"603 March Rd, Kanata, ON K2K 2M5",,"Renesas Electronics is a semiconductor manufacturer that provides advanced semiconductor solutions, including micro...",Ottawa · Kanata North (ON)
Revelo Consulting,http://www.revelo-consulting.com/,info@revelo-consulting.com,819-962-0346,"Consulting, Finance & Accounting","1000 Innovation Dr suite 500, Kanata, Ottawa, ON K2K 3E7, Canada",,Revelo Consulting is a premier accounting and tax consulting firm specializing in personalized business services. S...,Ottawa · Kanata North (ON)
Rexall Pharma Plus,https://www.rexall.ca/,1453general@rexall.ca,613-599-5188,Retail & Hospitality,"4048 Carling Ave, Kanata, ON K2K 1Y1",,"Rexall is a leading pharmacy retailer in Canada. Operating approximately 400 pharmacies across Canada, Rexall's 8,0...",Ottawa · Kanata North (ON)
Rogers,https://www.rogers.com/,,613-599-6026,"Telecommunications, Wireless & Photonics","306 Legget Drive, Ottawa, ON K2K 1Y6",,It’s the everyday connections that bring us closer to what matters. When you want to send a glowing work email to y...,Ottawa · Kanata North (ON)
Rohde & Schwarz Canada Inc.,https://www.rohde-schwarz.com/,Info@rsa.rohde-schwarz.com,613-592-8000,"Telecommunications, Wireless & Photonics","1 Hines Rd Suite 100, Kanata, ON K2K 3C7",,"Rohde & Schwarz has stood for quality, precision and innovation in all fields of wireless communications. The priva...",Ottawa · Kanata North (ON)
Ross Video,https://www.rossvideo.com/,,613-652-4886,Broadcast Media,"232 Herzberg Rd #204, Kanata, ON K2K 2A1",,"Ross Video designs, manufactures and supports a wide range of innovative products for use in video production appli...",Ottawa · Kanata North (ON)
Rove Analytics,https://roveanalytics.ca/,info@roveanalytics.ca,613-518-1803,"Data & Cloud Services, Software","320 March Rd #600, Kanata, ON K2K 2E3",,"We believe in open standards, agonistic technology development models, teamwork and equity. We know that automatic ...",Ottawa · Kanata North (ON)
"Royal Canadian Legion, Kanata-Branch #638",https://kanatalegion.ca/,rclbr638@gmail.com,613-591-5570,Other,"70 Hines Rd, Kanata, ON K2K 2M5",,Our mission is to serve veterans and their families. Help them to get the support and care they deserve.,Ottawa · Kanata North (ON)
"Royal LePage Team Reality, Brokerage",https://www.royallepage.ca/,showmekanata@royallepage.ca,613-270-8200,Real Estate,"555 Legget Dr Tower A - Suite 101, Kanata, ON K2K 2X3",,"Our mission is to serve Veterans, including serving military and RCMP members and their families, to promote Rememb...",Ottawa · Kanata North (ON)
Royal Oak,http://www.royaloakpubs.com/,support@royaloakpubs.com,613-591-3895,Dining,"329 March Rd, Kanata, ON K2K 2E1",,"April 24, 1980, 318 Bank Street in Ottawa, Ontario, would become the very first Royal Oak Pub to open it’s doors. O...",Ottawa · Kanata North (ON)
Ryzn Enterprise Systems Inc.,https://www.ryzn.com/contact,info@ryzn.com,613-599-3463,"Data & Cloud Services, Software","1000 Innovation Drive, Suite 500, Ottawa, ON K2K 3E7",,"Ryznware Loan & Lease Software has been designed for specific finance sectors including: Automotive/Vehicles, Equip...",Ottawa · Kanata North (ON)
Sabai Thai Cuisine,http://www.sabaithaicuisine.ca/,sabaithaicuisine@hotmail.com,613-271-8885,Dining,"4055 Carling Ave, Kanata, ON K2K 2A4",,"Traditional meals, plus vegetarian options, in a warm dining room lined with mirrors & art.",Ottawa · Kanata North (ON)
Sandstone Psychotherapy and Counselling,https://www.sandstonecounselling.com/,hello@sandstonecounselling.com,613-254-9995,Health & Wellness,"320 March Road, Suite 604, Kanata, Ottawa, ON K2K 2E3, Canada",,"Sandstone Psychotherapy & Counselling provides therapy to youth, adults, and couples.",Ottawa · Kanata North (ON)
Sanmina Corporation,https://www.sanmina.com/,,613-886-6000,Electrical & Electrical Manufacturing,"500 March Rd, Kanata, ON K2K 0J9",,Sanmina Corporation (Nasdaq: SANM) is a leading integrated manufacturing solutions provider serving the fastest-gro...,Ottawa · Kanata North (ON)
Satcom Direct Avionics,https://www.satcomdirect.com/,salesus@satcomdirect.com,613-224-3301,"Defense, Security, & Aerospace","1260 Teron Rd, Kanata, ON K2K 1X2",,Satcom Direct (SD) and its group of companies provides global connectivity solutions for business and general aviat...,Ottawa · Kanata North (ON)
Sciemetric Instruments,https://www.sciemetric.com/,inquiries@sciemetric.com,613-254-7054,"Manufacturing, Engineering, Industrial & System Design","359 Terry Fox Dr #100, Kanata, ON K2K 2E7",,"Sciemetric is a pioneer of Industry 4.0 smart technologies used by manufacturers to optimize yield, boost quality a...",Ottawa · Kanata North (ON)
Scotia Wealth Management,https://kanata.scotiawealthmanagement.com/,,613-782-6777,Finance & Accounting,"505 March Rd Suite 300, Kanata, ON K2K 2M5",,Scotia Wealth Management is an innovative team-based approach to wealth management that addresses the entirety of y...,Ottawa · Kanata North (ON)
Scotiabank,https://www.scotiabank.com/ca/,,613-591-5903,Finance & Accounting,"700 March Rd, Kanata, ON K2K 2V9",,"Scotiabankers are committed to helping individuals, companies, and communities to thrive in a changing world. From ...",Ottawa · Kanata North (ON)
Scrivens Insurance and Investment Solutions,https://www.scrivens.ca/,info@scrivens.ca,613-782-1135,Finance & Accounting,"300 March Rd #201, Kanata, ON K2K 2E2",,"Insurance Broker and Investment Firm. We specialize in Home, Auto, Life Insurance, Investments, Commercial Insuranc...",Ottawa · Kanata North (ON)
